Расстояние вдоль нити (пиксели),Яркость
0.0,18.88888888888889
1.1696859589604232,20.77777777777778
2.3208534173190634,25.22222222222222
3.4637404101786187,27.88888888888889
4.60552148774202,33.22222222222222
5.750610850025456,31.88888888888889
6.901109606391648,35.888888888888886
8.057316284117752,39.22222222222222
9.218250821041263,33.666666666666664
10.38263203075578,37.77777777777778
11.549893026889706,40.22222222222222
12.719526077373217,34.77777777777778
13.890990260885372,38.55555555555556
15.0637360487107,42.22222222222222
16.237229655716803,34.333333333333336
17.410977329408787,39.44444444444444
18.58457604750451,41.77777777777778
19.757961557306995,34.888888888888886
20.93122264832742,39.44444444444444
22.104415950927837,44.333333333333336
23.27756816314143,35.111111111111114
24.450680838323088,40.888888888888886
25.623735177179498,54.333333333333336
26.79669681952638,44.44444444444444
27.96952063402881,51.22222222222222
29.142155506403764,54.666666666666664
30.314549128103607,47.111111111111114
31.48665278835678,51.666666666666664
32.658426172618704,57.55555555555556
33.829842169980175,46.77777777777778
35.00089169088492,53.333333333333336
36.17158898205135,58.55555555555556
37.341999732752775,49.44444444444444
38.512214761439516,56.22222222222222
39.68229297240488,62.22222222222222
40.85227746395322,49.888888888888886
42.02221715012902,57.666666666666664
43.19218838828163,63.44444444444444
44.36231659354451,53.0
45.532797803587655,59.111111111111114
46.70378489339083,48.0
47.87473501324952,52.666666666666664
49.044762298049875,59.888888888888886
50.213012583798395,47.666666666666664
51.37886186141312,55.666666666666664
52.54211744579138,62.333333333333336
53.70322236810213,51.111111111111114
54.863428123595185,55.333333333333336
56.02418892419941,63.55555555555556
57.18628459034251,75.66666666666667
58.34987328478065,68.22222222222223
59.51463043272303,74.33333333333333
60.67988660939248,77.22222222222223
61.84476346881704,79.88888888888889
63.00830811360983,76.11111111111111
64.16967281921958,62.888888888888886
65.32884220760107,73.66666666666667
66.48656894567958,67.22222222222223
67.64401120151302,59.888888888888886
68.80268212044915,51.888888888888886
69.96318418759401,64.77777777777777
71.12543477570998,56.888888888888886
72.28920428667303,47.44444444444444
73.45356859891427,59.888888888888886
74.61743846897973,52.333333333333336
75.77993465862612,62.111111111111114
76.94041364899076,55.111111111111114
78.0984931479992,64.0
79.25407895102474,56.55555555555556
80.40739264254424,65.66666666666667
81.55915487958097,59.77777777777778
82.71069385201514,66.0
83.86219271804838,70.77777777777777
85.01280038926642,70.0
86.16140408020601,69.55555555555556
87.30740466744314,63.44444444444444
88.45150764765351,53.666666666666664
89.5957566328411,59.888888888888886
90.74190567054251,51.0
91.89107846240567,41.44444444444444
93.0438534999552,49.333333333333336
94.20035304496034,41.55555555555556
95.36033228123208,45.44444444444444
96.52326698608027,52.22222222222222
97.68843907570056,43.77777777777778
98.85502010579384,50.55555555555556
100.02215328014026,43.0
101.18903476930059,49.55555555555556
102.35499519549478,42.77777777777778
103.51958200890392,48.55555555555556
104.68264918060929,41.666666666666664
105.84461063008553,48.55555555555556
107.00607633982933,38.111111111111114
108.16733819172549,42.666666666666664
109.328442914367,39.55555555555556
110.48929971151841,36.666666666666664
111.64978800110563,48.0
112.80986525602698,46.888888888888886
113.96913127531786,53.666666666666664
115.12513869185366,51.888888888888886
116.27551945713975,53.55555555555556
117.419005727509,51.111111111111114
118.55577692736435,49.55555555555556
119.6878220832892,47.55555555555556
120.81929267224555,44.333333333333336
121.95629678004308,39.666666666666664
123.10349886644404,40.44444444444444
124.26300232802424,36.22222222222222
125.43493782944611,31.88888888888889
126.61780339186663,27.77777777777778
127.80877966047747,31.333333333333332
129.00400868006173,27.11111111111111
130.1988353996722,29.666666666666668
131.38801713790482,26.0
132.56590923955537,27.88888888888889
133.72663671629482,23.555555555555557
134.86426291598556,24.0
135.97296801068256,21.11111111111111
137.0472529711467,20.0
