Расстояние вдоль нити (пиксели),Яркость
0.0,32.333333333333336
1.3462828180877673,34.111111111111114
2.6933452294692284,35.77777777777778
4.041143779744812,36.333333333333336
5.389635046957348,39.55555555555556
6.738775642563264,41.0
8.088522212412556,45.22222222222222
9.438831437737733,46.111111111111114
10.789660036151169,51.22222222222222
12.140964762652576,53.111111111111114
13.492702410646446,57.666666666666664
14.844829812969612,58.55555555555556
16.19730384293036,64.0
17.550081415358274,64.44444444444444
18.90311948766664,70.11111111111111
20.256375060926587,70.66666666666667
21.609805180954474,76.11111111111111
22.963366939412722,76.88888888888889
24.31701747492378,81.11111111111111
25.670713974199405,83.22222222222223
27.024413673183798,88.77777777777777
28.378073858213096,82.0
29.73165186718976,85.66666666666667
31.08510509077427,96.66666666666667
32.43839097359325,98.55555555555556
33.79146701546539,102.11111111111111
35.1442907726453,103.0
36.496819859086266,107.33333333333333
37.849011947722005,109.88888888888889
39.20082477176877,114.44444444444444
40.552216126047234,115.66666666666667
41.903143868326175,119.55555555555556
43.253565920687436,120.44444444444444
44.60344027091379,122.88888888888889
45.95272497389914,122.33333333333333
47.3014096753094,124.11111111111111
48.64961748676813,126.88888888888889
49.99750480361944,128.11111111111111
51.3452259350888,126.55555555555556
52.69293391398849,127.44444444444444
54.04078130873669,127.77777777777777
55.38892103594443,130.33333333333334
56.7375071721864,130.77777777777777
58.08669576356979,131.88888888888889
59.436645631695995,134.66666666666666
60.78751917458215,135.0
62.13948316106896,136.22222222222223
63.492709517187784,136.55555555555554
64.84737610290153,136.66666666666666
66.20366747756157,139.0
67.56177565234839,136.11111111111111
68.92167622527103,135.66666666666666
70.28127821335616,138.77777777777777
71.63757056553555,138.0
72.98797316473463,137.44444444444446
74.33054018113303,124.55555555555556
75.66416573233533,126.22222222222223
76.9888046496353,129.44444444444446
78.30570448565386,132.55555555555554
79.61776218770889,112.22222222222223
80.9294971365788,133.11111111111111
82.24337159012651,152.22222222222223
83.55956910208874,153.77777777777777
84.8774934314384,122.77777777777777
86.19727095019732,91.66666666666667
87.52124043579909,39.44444444444444
