Data from HR4C34221__5__21-29-00-021.txt Node

Date: Fri Apr 11 21:29:00 MSK 2025
User: 123
Spectrometer: HR4C3422
Trigger mode: 4
Integration Time (sec): 3,000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195,326	-17,86
195,597	-17,86
195,868	-17,86
196,139	-11,36
196,409	3,34
196,68	-6,36
196,951	-1,76
197,221	-3,26
197,492	1,94
197,762	-0,36
198,033	4,24
198,304	5,94
198,574	-3,76
198,845	2,94
199,116	-1,86
199,386	0,74
199,657	-6,76
199,927	8,34
200,198	8,44
200,468	6,44
200,739	3,54
201,009	1,34
201,28	8,34
201,551	8,54
201,821	4,64
202,092	4,54
202,362	4,44
202,633	2,84
202,903	-0,06
203,174	0,54
203,444	4,74
203,714	4,24
203,985	4,84
204,255	2,64
204,526	25,94
204,796	4,54
205,067	8,94
205,337	3,54
205,607	5,74
205,878	17,74
206,148	10,14
206,419	7,54
206,689	6,54
206,959	6,94
207,23	4,14
207,5	12,14
207,77	6,04
208,041	3,44
208,311	11,44
208,581	7,24
208,852	3,74
209,122	2,14
209,392	5,64
209,663	2,44
209,933	5,24
210,203	5,54
210,473	5,84
210,744	5,44
211,014	10,04
211,284	5,04
211,554	4,14
211,825	1,54
212,095	3,04
212,365	3,94
212,635	8,94
212,905	5,64
213,176	3,14
213,446	11,74
213,716	4,84
213,986	6,64
214,256	3,24
214,526	1,64
214,797	3,04
215,067	4,64
215,337	10,24
215,607	5,24
215,877	4,04
216,147	-0,56
216,417	6,54
216,687	5,34
216,957	7,04
217,227	0,14
217,497	3,54
217,767	4,54
218,038	8,74
218,308	7,14
218,578	4,84
218,848	10,14
219,118	8,14
219,388	7,74
219,658	5,94
219,928	7,74
220,198	7,44
220,468	8,74
220,737	8,94
221,007	7,24
221,277	6,04
221,547	9,84
221,817	2,04
222,087	5,04
222,357	6,44
222,627	3,44
222,897	8,94
223,167	3,34
223,437	4,84
223,707	9,54
223,976	13,84
224,246	9,84
224,516	5,14
224,786	7,24
225,056	7,94
225,326	9,94
225,595	3,14
225,865	5,24
226,135	5,94
226,405	2,74
226,675	7,84
226,944	8,04
227,214	4,64
227,484	3,84
227,754	2,64
228,023	7,14
228,293	5,84
228,563	10,14
228,833	9,14
229,102	7,64
229,372	4,74
229,642	3,04
229,911	7,24
230,181	-0,46
230,451	4,64
230,72	5,54
230,99	9,84
231,26	10,44
231,529	4,54
231,799	8,24
232,069	9,14
232,338	9,54
232,608	11,54
232,877	7,84
233,147	5,04
233,417	6,04
233,686	10,14
233,956	2,44
234,225	4,94
234,495	3,84
234,764	7,24
235,034	5,84
235,304	2,44
235,573	24,24
235,843	7,64
236,112	9,44
236,382	7,94
236,651	9,14
236,921	6,94
237,19	2,24
237,46	4,64
237,729	7,54
237,998	7,64
238,268	9,34
238,537	10,34
238,807	7,44
239,076	-0,06
239,346	4,14
239,615	4,04
239,884	2,34
240,154	5,84
240,423	6,44
240,693	5,64
240,962	1,84
241,231	9,94
241,501	7,04
241,77	2,24
242,039	4,84
242,309	1,14
242,578	3,54
242,847	2,74
243,116	3,34
243,386	6,54
243,655	5,14
243,924	6,34
244,194	5,14
244,463	5,94
244,732	6,44
245,001	9,94
245,271	20,94
245,54	7,44
245,809	4,94
246,078	7,84
246,347	5,84
246,617	6,24
246,886	5,34
247,155	6,54
247,424	6,04
247,693	5,34
247,963	6,94
248,232	9,04
248,501	10,74
248,77	6,64
249,039	2,94
249,308	1,94
249,577	5,74
249,846	4,84
250,115	6,74
250,385	11,94
250,654	6,44
250,923	6,34
251,192	4,54
251,461	5,34
251,73	2,84
251,999	5,84
252,268	7,94
252,537	7,34
252,806	2,64
253,075	7,74
253,344	10,64
253,613	12,34
253,882	5,64
254,151	5,24
254,42	7,44
254,689	6,04
254,958	5,14
255,227	5,74
255,496	9,24
255,765	4,44
256,033	0,24
