% Model:              just_a_wire.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 24 2025, 10:33
% Dimension:          1
% Nodes:              3898
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Temperature
0.00981551350417598       2784.6135486356375
0.00984118229146172       2784.613547914334
0.00986685107874746       2784.613548635637
0.009892519866033197      2784.6135486356366
0.009918188653318935      2784.613547914333
0.009943857440604675      2784.613548635636
0.009969526227890414      2784.613548635636
0.009995195015176154      2784.6135479143327
0.010020863802461893      2784.613548635636
0.010046532589747631      2784.613548635635
0.01007220137703337       2784.613547914332
0.010097870164319109      2784.613548635635
0.010123538951604845      2784.6135486356343
0.010149207738890585      2784.613547914331
0.010174876526176324      2784.6135486356343
0.010200545313462064      2784.613548635634
0.010226214100747802      2784.61354791433
0.010251882888033541      2784.6135486356334
0.010277551675319279      2784.613548635633
0.010303220462605019      2784.6135479143295
0.010328889249890758      2784.6135486356325
0.010354558037176494      2784.6135486356325
0.010380226824462232      2784.613547914329
0.010405895611747972      2784.6135486356325
0.01043156439903371       2784.6135486356316
0.01045723318631945       2784.613547914328
0.010482901973605189      2784.613548635632
0.010508570760890928      2784.613548635631
0.010534239548176666      2784.6135479143277
0.010559908335462404      2784.613548635631
0.010585577122748144      2784.61354863563
0.010611245910033882      2784.613547914327
0.010636914697319621      2784.6135486356297
0.010662583484605359      2784.6135486356293
0.010688252271891097      2784.613547914326
0.010713921059176837      2784.6135486356293
0.010739589846462574      2784.613548635629
0.010765258633748314      2784.613547914325
0.010790927421034054      2784.613548635628
0.010816596208319793      2784.613548635628
0.010842264995605531      2784.6135479143245
0.01086793378289127       2784.613548635628
0.010893602570177009      2784.613548635627
0.010919271357462748      2784.6135479143236
0.010944940144748488      2784.613548635628
0.010970608932034224      2784.613548635627
0.010996277719319962      2784.613547914323
0.011021946506605703      2784.613548635626
0.011047615293891441      2784.613548635626
0.01107328408117718       2784.613547914322
0.01109895286846292       2784.6135486356256
0.011124621655748658      2784.613548635625
0.011150290443034396      2784.6135479143218
0.011175959230320135      2784.613548635625
0.011201628017605873      2784.6135486356247
0.011227296804891613      2784.613547914321
0.011252965592177352      2784.613548635624
0.011278634379463089      2784.613548635624
0.011304303166748826      2784.6135479143204
0.011329971954034566      2784.613548635624
0.011355640741320304      2784.613548635623
0.011381309528606044      2784.6135479143195
0.011406978315891783      2784.613548635624
