time,s	KORAD,voltage	KORAD,current	KEYSIGHT,voltage	RIGOL,current
3675.000	08.967	01.798	+3.86958331E+00	1.80096041E+00
3680.000	08.968	01.798	+3.86965057E+00	1.80096554E+00
3685.000	08.968	01.798	+3.86972826E+00	1.80095695E+00
3690.000	08.902	01.788	+3.84143276E+00	1.79153488E+00
3695.000	08.902	01.788	+3.84183261E+00	1.79165623E+00
3700.000	08.902	01.788	+3.84199789E+00	1.79167206E+00
3705.000	08.829	01.778	+3.81120509E+00	1.78137966E+00
3710.000	08.829	01.778	+3.81127082E+00	1.78139360E+00
3715.000	08.829	01.778	+3.81132966E+00	1.78137968E+00
3720.000	08.757	01.768	+3.78141128E+00	1.77140978E+00
3725.000	08.757	01.768	+3.78136317E+00	1.77140667E+00
3730.000	08.757	01.768	+3.78157417E+00	1.77142970E+00
3735.000	08.688	01.758	+3.75130772E+00	1.76134053E+00
3740.000	08.688	01.758	+3.75102849E+00	1.76134107E+00
3745.000	08.687	01.758	+3.75114534E+00	1.76123473E+00
3750.000	08.618	01.748	+3.72161616E+00	1.75131043E+00
3755.000	08.618	01.748	+3.72177628E+00	1.75134772E+00
3760.000	08.618	01.748	+3.72184386E+00	1.75133096E+00
3765.000	08.549	01.738	+3.69256926E+00	1.74151252E+00
3770.000	08.549	01.738	+3.69303484E+00	1.74163310E+00
3775.000	08.549	01.738	+3.69309910E+00	1.74164015E+00
3780.000	08.480	01.728	+3.66351009E+00	1.73167765E+00
3785.000	08.479	01.728	+3.66355496E+00	1.73169037E+00
3790.000	08.479	01.728	+3.66362407E+00	1.73169111E+00
3795.000	08.410	01.719	+3.63371688E+00	1.72158409E+00
3800.000	08.410	01.719	+3.63345517E+00	1.72161794E+00
3805.000	08.409	01.719	+3.63351645E+00	1.72149545E+00
3810.000	08.334	01.708	+3.60098372E+00	1.71048089E+00
3815.000	08.334	01.708	+3.60103683E+00	1.71049405E+00
3820.000	08.334	01.708	+3.60108956E+00	1.71048899E+00
3825.000	08.266	01.698	+3.57175245E+00	1.70054080E+00
3830.000	08.266	01.698	+3.57182961E+00	1.70053976E+00
3835.000	08.266	01.698	+3.57186806E+00	1.70054126E+00
3840.000	08.198	01.688	+3.54297964E+00	1.69074553E+00
3845.000	08.198	01.688	+3.54354595E+00	1.69082189E+00
