time,s	KORAD,voltage	KORAD,current	KEYSIGHT,voltage	RIGOL,current
3590.000	10.764	01.998	+4.68928150E+00	2.00124104E+00
3595.000	10.764	01.998	+4.68942821E+00	2.00126208E+00
3600.000	10.764	01.998	+4.68954519E+00	2.00126320E+00
3605.000	10.669	01.988	+4.64954256E+00	1.99132073E+00
3610.000	10.669	01.988	+4.64968948E+00	1.99130312E+00
3615.000	10.669	01.988	+4.64987954E+00	1.99133329E+00
3620.000	10.571	01.978	+4.60850754E+00	1.98102097E+00
3625.000	10.571	01.978	+4.60902242E+00	1.98108993E+00
3630.000	10.571	01.978	+4.60921587E+00	1.98113205E+00
3635.000	10.481	01.968	+4.56997094E+00	1.97128805E+00
3640.000	10.480	01.968	+4.57003042E+00	1.97130090E+00
3645.000	10.480	01.968	+4.57016546E+00	1.97130035E+00
3650.000	10.391	01.958	+4.53052965E+00	1.96133254E+00
3655.000	10.389	01.958	+4.53064880E+00	1.96135053E+00
3660.000	10.388	01.958	+4.53066851E+00	1.96132270E+00
3665.000	10.301	01.948	+4.49081151E+00	1.95127233E+00
3670.000	10.298	01.948	+4.49055545E+00	1.95119190E+00
3675.000	10.296	01.948	+4.49066711E+00	1.95117014E+00
3680.000	10.225	01.938	+4.45134883E+00	1.94123331E+00
3685.000	10.220	01.938	+4.45138262E+00	1.94122483E+00
3690.000	10.216	01.938	+4.45146592E+00	1.94122613E+00
3695.000	10.135	01.928	+4.41233887E+00	1.93126296E+00
3700.000	10.132	01.928	+4.41254121E+00	1.93130755E+00
3705.000	10.130	01.928	+4.41260049E+00	1.93129191E+00
3710.000	10.039	01.918	+4.37231259E+00	1.92103511E+00
3715.000	10.038	01.918	+4.37290827E+00	1.92117623E+00
3720.000	10.038	01.918	+4.37297962E+00	1.92116361E+00
3725.000	09.948	01.908	+4.33409246E+00	1.91120972E+00
3730.000	09.947	01.908	+4.33415573E+00	1.91119699E+00
3735.000	09.946	01.908	+4.33424153E+00	1.91123003E+00
3740.000	09.857	01.898	+4.29544996E+00	1.90124687E+00
3745.000	09.856	01.898	+4.29496256E+00	1.90109423E+00
3750.000	09.854	01.898	+4.29502992E+00	1.90109144E+00
3755.000	09.764	01.888	+4.25614157E+00	1.89106572E+00
3760.000	09.764	01.888	+4.25622699E+00	1.89107209E+00
3765.000	09.764	01.888	+4.25626578E+00	1.89106203E+00
3770.000	09.674	01.878	+4.21810404E+00	1.88118300E+00
3775.000	09.674	01.878	+4.21855845E+00	1.88119627E+00
3780.000	09.674	01.878	+4.21865816E+00	1.88129766E+00
3785.000	09.586	01.868	+4.18094232E+00	1.87148586E+00
3790.000	09.586	01.868	+4.18096585E+00	1.87148596E+00
3795.000	09.586	01.868	+4.18104317E+00	1.87146975E+00
3800.000	09.496	01.858	+4.14240143E+00	1.86139365E+00
3805.000	09.496	01.858	+4.14205493E+00	1.86129394E+00
3810.000	09.495	01.858	+4.14212693E+00	1.86130442E+00
3815.000	09.405	01.848	+4.10366370E+00	1.85120126E+00
3820.000	09.405	01.848	+4.10377811E+00	1.85123069E+00
3825.000	09.405	01.848	+4.10381212E+00	1.85122475E+00
3830.000	09.317	01.838	+4.06643197E+00	1.84137535E+00
3835.000	09.317	01.838	+4.06696506E+00	1.84141085E+00
3840.000	09.317	01.838	+4.06704580E+00	1.84150318E+00
3845.000	09.233	01.828	+4.02933139E+00	1.83154103E+00
3850.000	09.233	01.828	+4.02933024E+00	1.83152570E+00
3855.000	09.232	01.828	+4.02942024E+00	1.83153811E+00
3860.000	09.140	01.818	+3.98957694E+00	1.82096157E+00
3865.000	09.140	01.818	+3.98916489E+00	1.82084921E+00
3870.000	09.139	01.818	+3.98924611E+00	1.82085288E+00
3875.000	09.052	01.808	+3.95184844E+00	1.81089584E+00
3880.000	09.052	01.808	+3.95189718E+00	1.81089018E+00
3885.000	09.052	01.808	+3.95194083E+00	1.81089166E+00
3890.000	08.965	01.798	+3.91474969E+00	1.80094021E+00
3895.000	08.965	01.798	+3.91489322E+00	1.80095380E+00
3900.000	08.965	01.798	+3.91490157E+00	1.80094597E+00
3905.000	08.884	01.788	+3.88031242E+00	1.79166245E+00
