time,s	KORAD,voltage	KORAD,current	KEYSIGHT,voltage	RIGOL,current
3780.000	10.063	01.878	+4.66693377E+00	1.88100524E+00
3785.000	09.971	01.868	+4.62468482E+00	1.87107382E+00
3790.000	09.971	01.868	+4.62470059E+00	1.87105828E+00
3795.000	09.971	01.868	+4.62484441E+00	1.87108310E+00
3800.000	09.879	01.858	+4.58272765E+00	1.86111774E+00
3805.000	09.879	01.858	+4.58286992E+00	1.86115459E+00
3810.000	09.879	01.858	+4.58337097E+00	1.86123768E+00
3815.000	09.786	01.848	+4.54080126E+00	1.85115848E+00
3820.000	09.787	01.848	+4.54138542E+00	1.85129399E+00
3825.000	09.787	01.848	+4.54143691E+00	1.85128952E+00
3830.000	09.695	01.838	+4.49955938E+00	1.84132181E+00
3835.000	09.695	01.838	+4.49963599E+00	1.84132043E+00
3840.000	09.695	01.838	+4.49957349E+00	1.84129280E+00
3845.000	09.604	01.828	+4.45801702E+00	1.83134033E+00
3850.000	09.604	01.828	+4.45803110E+00	1.83135575E+00
3855.000	09.604	01.828	+4.45808827E+00	1.83133027E+00
3860.000	09.509	01.818	+4.41463030E+00	1.82092004E+00
3865.000	09.508	01.818	+4.41421789E+00	1.82079435E+00
3870.000	09.507	01.818	+4.41390843E+00	1.82072835E+00
3875.000	09.417	01.808	+4.37262977E+00	1.81077071E+00
3880.000	09.417	01.808	+4.37261568E+00	1.81074083E+00
3885.000	09.417	01.808	+4.37264304E+00	1.81072518E+00
3890.000	09.326	01.798	+4.33151884E+00	1.80076833E+00
3895.000	09.326	01.798	+4.33163882E+00	1.80078668E+00
3900.000	09.326	01.798	+4.33171909E+00	1.80082455E+00
3905.000	09.241	01.788	+4.29299348E+00	1.79137601E+00
3910.000	09.242	01.788	+4.29350468E+00	1.79149676E+00
3915.000	09.242	01.788	+4.29403869E+00	1.79163079E+00
3920.000	09.150	01.778	+4.25148034E+00	1.78121460E+00
3925.000	09.150	01.778	+4.25146855E+00	1.78120702E+00
3930.000	09.150	01.778	+4.25150473E+00	1.78122053E+00
3935.000	09.062	01.768	+4.21092223E+00	1.77126564E+00
3940.000	09.062	01.768	+4.21099752E+00	1.77126101E+00
3945.000	09.062	01.768	+4.21100062E+00	1.77125911E+00
3950.000	08.973	01.758	+4.17059825E+00	1.76130145E+00
