time,s	KORAD,voltage	KORAD,current	KEYSIGHT,voltage	RIGOL,current
0.000	00.000	00.012	+1.23826291E-04	2.96870663E-06
5.000	00.004	00.009	+1.72696641E-03	1.03402412E-02
10.000	00.004	00.009	+1.72092453E-03	1.03335597E-02
15.000	00.004	00.009	+1.71711481E-03	1.03155039E-02
20.000	00.010	00.019	+3.35514845E-03	2.01447809E-02
25.000	00.010	00.019	+3.35593954E-03	2.01512817E-02
30.000	00.010	00.019	+3.35991117E-03	2.01746511E-02
35.000	00.016	00.029	+5.09474685E-03	3.05540294E-02
40.000	00.016	00.029	+5.10335168E-03	3.05292652E-02
45.000	00.016	00.029	+5.10498012E-03	3.05507475E-02
50.000	00.022	00.039	+6.77794197E-03	4.04887553E-02
55.000	00.022	00.039	+6.78906579E-03	4.04867572E-02
60.000	00.022	00.039	+6.79403439E-03	4.04860363E-02
65.000	00.028	00.049	+8.49030793E-03	5.04237555E-02
70.000	00.028	00.049	+8.50779517E-03	5.04173797E-02
75.000	00.028	00.049	+8.51612011E-03	5.04295101E-02
80.000	00.034	00.059	+1.02356475E-02	6.03270529E-02
85.000	00.034	00.059	+1.02597202E-02	6.03196918E-02
90.000	00.034	00.059	+1.02725442E-02	6.03159369E-02
95.000	00.040	00.069	+1.20137202E-02	7.01783325E-02
100.000	00.040	00.069	+1.20487964E-02	7.01716699E-02
105.000	00.040	00.069	+1.20669753E-02	7.01759949E-02
110.000	00.046	00.078	+1.38559797E-02	8.00838333E-02
115.000	00.046	00.078	+1.39042778E-02	8.00895188E-02
120.000	00.046	00.078	+1.39281770E-02	8.00840509E-02
125.000	00.053	00.088	+1.57700873E-02	9.00067180E-02
130.000	00.053	00.088	+1.58363931E-02	9.00396041E-02
135.000	00.053	00.088	+1.58671068E-02	9.00360686E-02
140.000	00.059	00.099	+1.78550124E-02	1.00444344E-01
145.000	00.060	00.099	+1.79412782E-02	1.00436847E-01
150.000	00.060	00.099	+1.79868236E-02	1.00449348E-01
155.000	00.066	00.109	+1.99446123E-02	1.10382980E-01
160.000	00.066	00.109	+2.00509190E-02	1.10384794E-01
165.000	00.066	00.109	+2.01066145E-02	1.10400375E-01
170.000	00.073	00.119	+2.21369613E-02	1.20347158E-01
175.000	00.073	00.118	+2.22671834E-02	1.20323547E-01
180.000	00.073	00.118	+2.23327698E-02	1.20319954E-01
185.000	00.080	00.129	+2.45729403E-02	1.30840948E-01
190.000	00.081	00.129	+2.47387915E-02	1.30828636E-01
195.000	00.081	00.129	+2.48297599E-02	1.30833174E-01
200.000	00.087	00.139	+2.70498479E-02	1.40785753E-01
205.000	00.088	00.139	+2.72461421E-02	1.40785857E-01
210.000	00.088	00.139	+2.73537233E-02	1.40778535E-01
215.000	00.095	00.148	+2.96776707E-02	1.50732692E-01
220.000	00.096	00.148	+2.99137276E-02	1.50717310E-01
225.000	00.096	00.148	+3.00429226E-02	1.50719529E-01
