18:50:09	-4.53017131e-11A
18:50:10	-9.96406557e-10A
18:50:11	-1.76584229e-10A
18:50:12	-3.2450819e-10A
18:50:13	-1.00657633e-09A
18:50:14	4.16036141e-11A
18:50:15	-1.60751742e-09A
18:50:16	-1.32669303e-09A
18:50:17	6.13653308e-10A
18:50:18	-9.09270099e-10A
18:50:19	-7.18124605e-10A
18:50:20	-9.00024851e-10A
18:50:21	-5.46394132e-10A
18:50:22	-7.7544514e-10A
18:50:23	-3.40225111e-10A
18:50:24	-1.43278224e-09A
18:50:25	-1.06366573e-09A
18:50:26	-1.56152232e-09A
18:50:27	1.15981631e-09A
18:50:28	-1.65790402e-09A
18:50:29	-1.35558443e-09A
18:50:30	4.96700926e-10A
18:50:31	-1.33432036e-09A
18:50:32	-2.29212801e-09A
18:50:33	8.2976097e-10A
18:50:34	1.88371919e-10A
18:50:35	2.72596125e-09A
18:50:36	7.48865054e-11A
18:50:37	-2.67649917e-10A
18:50:38	7.66893286e-10A
18:50:39	-9.70057602e-10A
18:50:40	1.04471298e-10A
18:50:41	1.516914e-09A
18:50:42	5.33913047e-10A
18:50:43	1.35974479e-09A
18:50:44	-2.78975346e-10A
18:50:45	-1.27908e-09A
18:50:46	-3.3814493e-10A
18:50:47	-2.11022776e-10A
18:50:48	9.27760594e-10A
18:50:49	6.62421989e-10A
18:50:50	2.59791457e-10A
18:50:51	2.95847922e-11A
18:50:52	1.00542067e-09A
18:50:53	2.33442501e-09A
18:50:54	-6.70280449e-12A
18:50:55	-2.14952006e-11A
18:50:56	-2.59098063e-10A
18:50:57	3.62182574e-10A
18:50:58	1.07730247e-09A
18:50:59	5.30214948e-10A
18:51:00	-1.24117449e-09A
18:51:01	-4.08639943e-10A
18:51:02	9.59656698e-10A
18:51:03	1.75729043e-09A
18:51:04	-1.20950951e-09A
18:51:05	4.44696408e-10A
18:51:06	1.00726972e-09A
18:51:07	8.73675896e-11A
18:51:08	-1.33547601e-09A
18:51:09	2.11485038e-10A
18:51:10	-2.20499155e-10A
18:51:11	6.78601172e-10A
18:51:12	1.46306043e-10A
18:51:13	-6.62190858e-10A
18:51:14	6.18275932e-10A
18:51:15	-1.185703e-09A
18:51:16	1.01697723e-11A
18:51:17	1.80513459e-10A
18:51:18	-5.46394132e-10A
18:51:19	-1.14710409e-09A
18:51:20	-9.80689637e-10A
18:51:21	-2.92380955e-10A
18:51:22	1.18177377e-09A
18:51:23	-2.86602675e-11A
18:51:24	-1.9223181e-09A
18:51:25	-3.87607005e-10A
18:51:26	-9.33076612e-10A
18:51:27	1.84904952e-10A
18:51:28	-3.79979675e-10A
18:51:29	-1.18801431e-09A
18:51:30	-2.02470922e-10A
18:51:31	7.55336727e-10A
18:51:32	-6.07643897e-10A
18:51:33	-3.35602487e-10A
18:51:34	-5.32757392e-10A
18:51:35	-6.44856018e-11A
18:51:36	-2.54706571e-10A
18:51:37	5.36455491e-10A
18:51:38	9.58732174e-10A
18:51:39	-2.2535291e-10A
18:51:40	-1.46051799e-09A
18:51:41	5.84761909e-11A
18:51:42	4.3522003e-10A
18:51:43	8.26062871e-10A
18:51:44	-8.73213634e-10A
18:51:45	-1.0419394e-09A
18:51:46	-1.23632073e-09A
18:51:47	-2.53088652e-10A
18:51:48	-2.35984944e-10A
18:51:49	-9.59194436e-11A
18:51:50	9.13199329e-10A
18:51:51	-1.02391117e-09A
18:51:52	1.41313609e-09A
18:51:53	9.47637877e-11A
18:51:54	5.20045176e-11A
18:51:55	6.35610771e-10A
18:51:56	-4.79366087e-10A
18:51:57	-2.33442501e-11A
18:51:58	-1.6317862e-10A
18:51:59	-2.6048485e-10A
18:52:00	3.22196878e-10A
18:52:01	-1.6132957e-10A
18:52:02	-7.69666861e-11A
18:52:03	1.08631659e-10A
18:52:04	2.09173726e-10A
18:52:05	-9.94095246e-10A
18:52:06	-1.57469679e-09A
18:52:07	8.85232455e-10A
18:52:08	1.86985132e-10A
18:52:09	-2.57711276e-10A
18:52:10	-1.185703e-10A
18:52:11	-1.01073669e-09A
18:52:12	1.22268399e-10A
18:52:13	-1.21575006e-09A
18:52:14	8.26062871e-10A
18:52:15	5.62342184e-10A
18:52:16	-2.07856279e-09A
18:52:17	-1.91885113e-09A
18:52:18	-5.21894226e-10A
18:52:19	1.02922719e-09A
18:52:20	3.8483343e-10A
18:52:21	1.09787315e-10A
18:52:22	-5.98629781e-11A
18:52:23	-1.29040543e-09A
18:52:24	6.03483535e-10A
18:52:25	-5.4223377e-10A
18:52:26	-4.8976699e-10A
18:52:27	-6.58492759e-10A
18:52:28	-5.95625075e-10A
18:52:29	5.10799929e-11A
18:52:30	1.28971204e-10A
18:52:31	-3.60564655e-10A
18:52:32	8.59114631e-10A
18:52:33	-1.89828046e-09A
18:52:34	-1.22707548e-09A
18:52:35	3.72121215e-11A
18:52:36	-2.85909281e-10A
18:52:37	7.63426319e-10A
18:52:38	4.21121027e-10A
18:52:39	-2.88682856e-10A
18:52:40	-6.54101266e-11A
18:52:41	-4.62262379e-13A
18:52:42	5.4408282e-10A
18:52:43	-4.00088089e-10A
18:52:44	1.17507097e-09A
18:52:45	-2.02702053e-10A
18:52:46	-7.38233019e-10A
18:52:47	4.66885003e-10A
18:52:48	-4.15111616e-10A
18:52:49	-4.66885003e-10A
18:52:50	-2.43150011e-10A
18:52:51	-2.85447019e-10A
18:52:52	6.26134392e-10A
18:52:53	-4.59719936e-10A
18:52:54	1.13716545e-09A
18:52:55	-7.56723514e-10A
18:52:56	2.90994167e-10A
18:52:57	-2.30437796e-10A
18:52:58	2.21654811e-10A
18:52:59	-1.07915152e-09A
18:53:00	1.1746087e-09A
18:53:01	-1.14409939e-10A
18:53:02	-1.04217053e-09A
18:53:03	-4.92540565e-10A
18:53:04	2.60346172e-09A
18:53:05	-1.11705704e-09A
18:53:06	-8.95171097e-10A
18:53:07	3.55479769e-10A
18:53:08	-1.89527575e-10A
18:53:09	-4.43771884e-10A
18:53:10	-1.49010278e-09A
18:53:11	-2.44536798e-10A
18:53:12	-1.54603653e-09A
18:53:13	-1.31444307e-09A
18:53:14	-4.89998122e-10A
18:53:15	-4.7613025e-11A
18:53:16	4.26899307e-10A
18:53:17	8.59808025e-11A
18:53:18	7.46322611e-10A
18:53:19	-4.99936763e-10A
18:53:20	3.62875967e-10A
18:53:21	-1.28092905e-09A
18:53:22	-2.11485038e-10A
18:53:23	4.42847359e-10A
18:53:24	1.55643743e-09A
18:53:25	-1.35743348e-09A
18:53:26	-7.73133829e-10A
18:53:27	-2.29051009e-10A
18:53:28	-4.53017131e-10A
18:53:29	-7.74520616e-10A
18:53:30	-6.20124981e-10A
18:53:31	2.22117073e-10A
18:53:32	-6.64964432e-10A
18:53:33	-1.29895728e-09A
18:53:34	-1.25666028e-09A
18:53:35	-1.08030718e-09A
18:53:36	9.22444577e-10A
18:53:37	5.57026166e-11A
18:53:38	-8.12657262e-10A
18:53:39	-6.02790142e-10A
18:53:40	2.70654623e-10A
18:53:41	-2.20106232e-09A
18:53:42	-6.98478454e-10A
18:53:43	-2.24197254e-11A
18:53:44	-2.2350386e-10A
18:53:45	3.5363072e-11A
18:53:46	-4.3730021e-10A
18:53:47	2.25121778e-10A
18:53:48	-1.36321176e-09A
18:53:49	-2.96772447e-10A
18:53:50	-8.08959163e-12A
18:53:51	-1.01697723e-11A
18:53:52	1.43532469e-10A
18:53:53	2.15183137e-10A
18:53:54	9.52953894e-10A
18:53:55	-4.91847171e-10A
18:53:56	-5.78290236e-10A
18:53:57	-1.40758894e-10A
18:53:58	-5.89846795e-10A
18:53:59	-3.09715794e-10A
18:54:00	-9.41859597e-10A
18:54:01	1.0849298e-09A
18:54:02	-4.28286094e-10A
18:54:03	-1.50119708e-09A
18:54:04	-1.89758706e-09A
18:54:05	-1.14409939e-09A
18:54:06	-4.46083196e-11A
18:54:07	4.41460572e-10A
18:54:08	1.45890007e-09A
18:54:09	-2.63258425e-10A
18:54:10	-9.77684931e-10A
18:54:11	-2.02609601e-09A
18:54:12	7.92317717e-10A
18:54:13	-4.25743651e-10A
18:54:14	-1.36298062e-09A
18:54:15	-1.5599044e-09A
18:54:16	-1.20812273e-09A
18:54:17	-1.23655186e-10A
18:54:18	-1.20650481e-10A
18:54:19	-1.02945832e-09A
18:54:20	-2.07763826e-09A
18:54:21	1.31051384e-10A
18:54:22	1.49079617e-10A
18:54:23	-3.35833618e-10A
18:54:24	-1.10942971e-11A
18:54:25	9.03722951e-10A
18:54:26	7.72440435e-10A
18:54:27	-1.54256956e-09A
18:54:28	-1.06019877e-09A
18:54:29	-8.45709022e-10A
18:54:30	-3.41843029e-10A
18:54:31	-1.00726972e-09A
18:54:32	-1.01143008e-09A
18:54:33	4.34295505e-10A
18:54:34	-5.11724453e-10A
18:54:35	-1.38170225e-09A
18:54:36	9.522605e-10A
18:54:37	-2.50315078e-10A
18:54:38	9.66128372e-11A
18:54:39	8.80609832e-11A
18:54:40	1.1138212e-09A
18:54:41	-1.49218296e-09A
18:54:42	-1.13554753e-09A
18:54:43	-4.71969889e-10A
18:54:44	5.02016943e-10A
18:54:45	1.01882628e-09A
18:54:46	-4.20196502e-10A
18:54:47	-1.01905741e-09A
18:54:48	4.07946549e-10A
18:54:49	-1.21736797e-09A
18:54:50	1.27260833e-09A
18:54:51	-8.48251465e-11A
18:54:52	7.48865054e-11A
18:54:53	-1.47369246e-09A
18:54:54	1.76353098e-10A
18:54:55	-1.16836816e-09A
18:54:56	-1.44641898e-09A
18:54:57	-4.4307849e-10A
18:54:58	-9.46482221e-10A
18:54:59	7.40775462e-10A
18:55:00	-5.74592137e-10A
18:55:01	-4.08871074e-10A
18:55:02	-8.46402416e-10A
18:55:03	8.34845856e-10A
18:55:04	-1.35119293e-09A
18:55:05	6.8021909e-10A
18:55:06	6.46936199e-10A
18:55:07	-1.30774027e-09A
18:55:08	8.29298708e-10A
18:55:09	-9.75835882e-10A
18:55:10	8.96789015e-11A
18:55:11	-7.65506499e-10A
18:55:12	-1.92878978e-09A
18:55:13	-1.4369426e-09A
18:55:14	-1.54857897e-10A
18:55:15	-1.09509958e-09A
18:55:16	-1.29179222e-09A
18:55:17	-1.35073067e-09A
18:55:18	-4.62955772e-10A
18:55:19	-1.26313195e-09A
18:55:20	-2.07740713e-09A
18:55:21	-1.22800001e-09A
18:55:22	-9.4255299e-10A
18:55:23	-8.77373995e-10A
18:55:24	-1.41382949e-09A
18:55:25	2.24428385e-10A
18:55:26	-8.2583174e-10A
18:55:27	-1.63640882e-09A
18:55:28	-1.12537776e-09A
18:55:29	-1.02945832e-09A
18:55:30	4.59951067e-11A
18:55:31	-6.02096748e-10A
18:55:32	-1.14710409e-09A
18:55:33	-3.88531529e-10A
18:55:34	-1.17021721e-09A
18:55:35	-1.54164503e-10A
18:55:36	-1.27468851e-09A
18:55:37	-2.18049164e-09A
18:55:38	-7.34303789e-10A
18:55:39	9.77222669e-10A
18:55:40	-1.51113572e-09A
18:55:41	1.12098627e-10A
18:55:42	-4.98087713e-10A
18:55:43	-5.57488429e-10A
18:55:44	2.00621872e-10A
18:55:45	-2.80939961e-09A
18:55:46	-1.4228436e-09A
18:55:47	-1.93872842e-09A
18:55:48	-1.72631885e-09A
18:55:49	3.27281764e-10A
18:55:50	-3.86220217e-10A
18:55:51	1.14872201e-10A
18:55:52	-3.56866556e-10A
18:55:53	-1.45705102e-09A
18:55:54	-1.16721251e-09A
18:55:55	-3.74663658e-10A
18:55:56	-1.0493356e-10A
18:55:57	-6.8021909e-10A
18:55:58	-1.34633918e-09A
18:55:59	-1.3657542e-09A
18:56:00	-1.24117449e-09A
18:56:01	-2.14559083e-09A
18:56:02	1.57169209e-11A
18:56:03	7.4424243e-10A
18:56:04	-1.76422437e-09A
18:56:05	-6.79525697e-11A
18:56:06	-1.40458424e-09A
18:56:07	-1.85505893e-09A
18:56:08	2.93767742e-10A
18:56:09	-2.1631568e-09A
18:56:10	-1.54441861e-09A
18:56:11	-8.1612423e-10A
18:56:12	5.77827973e-12A
18:56:13	-1.72839903e-09A
18:56:14	-1.61260231e-09A
18:56:15	6.67275744e-10A
18:56:16	-2.00390741e-10A
18:56:17	-3.81597594e-10A
18:56:18	-1.01327913e-09A
18:56:19	-3.39069455e-10A
18:56:20	-6.38615476e-10A
18:56:21	6.72591761e-11A
18:56:22	-9.24524758e-12A
18:56:23	-8.00869571e-10A
18:56:24	6.51096561e-10A
18:56:25	-1.75890835e-10A
18:56:26	2.20036892e-10A
18:56:27	5.61186528e-10A
18:56:28	-3.81828725e-10A
18:56:29	-9.79996243e-11A
18:56:30	-8.42010923e-10A
18:56:31	-8.36001512e-10A
18:56:32	2.73890459e-10A
18:56:33	-1.45057934e-09A
18:56:34	-8.89855079e-10A
18:56:35	-1.55505064e-09A
18:56:36	-2.00644986e-09A
18:56:37	-1.07707134e-10A
18:56:38	-3.46696784e-11A
18:56:39	-2.21885942e-10A
18:56:40	-1.11405233e-10A
18:56:41	-1.38447582e-10A
18:56:42	-1.98541692e-10A
18:56:43	-3.97314515e-10A
18:56:44	-1.43902279e-09A
18:56:45	-1.01697723e-10A
18:56:46	-1.33339583e-09A
18:56:47	-5.713563e-10A
18:56:48	-1.15958518e-09A
18:56:49	-2.94230004e-10A
18:56:50	2.47772635e-10A
18:56:51	-5.4015359e-10A
18:56:52	-1.31513647e-10A
18:56:53	-2.5655562e-10A
18:56:54	-1.00334049e-09A
18:56:55	-1.74041786e-10A
18:56:56	-1.15588708e-09A
18:56:57	-4.92771696e-10A
18:56:58	-4.80752874e-10A
18:56:59	-1.70343687e-10A
18:57:00	-1.72955469e-09A
18:57:01	-1.81299305e-09A
18:57:02	-7.95784685e-10A
18:57:03	-8.97251277e-10A
18:57:04	3.91998497e-10A
18:57:05	-8.89392817e-10A
18:57:06	-1.28532054e-09A
18:57:07	-2.40931152e-09A
18:57:08	-5.4801205e-10A
18:57:09	-2.41624545e-09A
18:57:10	8.48251465e-11A
18:57:11	-2.84291363e-10A
18:57:12	-8.13581787e-11A
18:57:13	-9.09963493e-10A
18:57:14	-9.30996431e-10A
18:57:15	-2.50869793e-09A
18:57:16	-1.60405045e-10A
18:57:17	-1.3190657e-09A
18:57:18	-1.45797554e-09A
18:57:19	-7.24134016e-10A
18:57:20	-8.61194812e-10A
18:57:21	-5.8291286e-10A
18:57:22	-7.4424243e-11A
18:57:23	-1.32623076e-09A
18:57:24	3.04399776e-10A
18:57:25	-1.35257972e-09A
18:57:26	-8.07803507e-10A
18:57:27	-2.29744402e-10A
18:57:28	-1.08308075e-09A
18:57:29	-2.05706759e-11A
18:57:30	-5.02941468e-10A
18:57:31	-8.31610019e-10A
18:57:32	-2.40376437e-11A
18:57:33	1.34518352e-10A
18:57:34	-8.16586492e-10A
18:57:35	1.20927838e-09A
18:57:36	-1.58047507e-09A
18:57:37	4.24125733e-10A
18:57:38	-6.63577645e-10A
18:57:39	-3.77899495e-10A
18:57:40	1.35997592e-09A
18:57:41	8.7644947e-10A
18:57:42	-3.57791081e-10A
18:57:43	-9.93864114e-11A
18:57:44	-6.78832303e-10A
18:57:45	-8.85463587e-10A
18:57:46	-4.3730021e-10A
18:57:47	-7.2297836e-10A
18:57:48	1.01281687e-09A
18:57:49	2.56948543e-09A
18:57:50	1.95305855e-10A
18:57:51	9.49949188e-10A
18:57:52	-3.31904388e-10A
18:57:53	5.20045176e-11A
18:57:54	-1.0604299e-09A
18:57:55	1.57307887e-09A
18:57:56	5.0710183e-10A
18:57:57	2.90624358e-09A
18:57:58	1.97154905e-09A
18:57:59	1.18755205e-09A
18:58:00	1.38540035e-09A
18:58:01	2.88775308e-09A
18:58:02	8.5310522e-10A
18:58:03	2.10560514e-09A
18:58:04	2.33742972e-09A
18:58:05	2.31154303e-09A
18:58:06	4.046876e-09A
18:58:07	3.16118128e-09A
18:58:08	9.05109738e-10A
18:58:09	1.79612047e-09A
18:58:10	1.84095992e-09A
18:58:11	3.25363375e-09A
18:58:12	1.94681801e-09A
18:58:13	1.72054057e-09A
18:58:14	2.49043857e-09A
18:58:15	3.03290347e-09A
18:58:16	1.72493207e-09A
18:58:17	3.42374631e-09A
18:58:18	4.4915724e-09A
18:58:19	3.60680221e-09A
18:58:20	5.08765974e-09A
18:58:21	4.33879469e-09A
18:58:22	3.98655075e-09A
18:58:23	5.51964393e-09A
18:58:24	4.369304e-09A
18:58:25	4.69566124e-09A
18:58:26	5.34698894e-09A
18:58:27	3.22474235e-09A
18:58:28	5.79492118e-09A
18:58:29	5.9728922e-09A
18:58:30	4.6427322e-09A
18:58:31	5.41124341e-09A
18:58:32	5.99924115e-09A
18:58:33	7.63888581e-09A
18:58:34	6.74394584e-09A
18:58:35	6.88632266e-09A
18:58:36	5.6809735e-09A
18:58:37	9.03653611e-09A
18:58:38	8.90987622e-09A
18:58:39	9.49140229e-09A
18:58:40	9.77500026e-09A
18:58:41	9.19509211e-09A
18:58:42	9.90882522e-09A
18:58:43	9.6596658e-09A
18:58:44	1.06045301e-08A
18:58:45	1.01293244e-08A
18:58:46	9.91922612e-09A
18:58:47	1.05536812e-08A
18:58:48	9.6633639e-09A
18:58:49	1.04434317e-08A
18:58:50	1.11086272e-08A
18:58:51	9.46435994e-09A
18:58:52	1.21323073e-08A
18:58:53	9.28361535e-09A
18:58:54	9.26050223e-09A
18:58:55	1.13781262e-08A
18:58:56	1.1497621e-08A
18:58:57	1.40844413e-08A
18:58:58	1.50598149e-08A
18:58:59	1.64297295e-08A
18:59:00	1.79729924e-08A
18:59:01	1.59143069e-08A
18:59:02	1.74249804e-08A
18:59:03	1.75266781e-08A
18:59:04	1.67482282e-08A
18:59:05	1.7884238e-08A
18:59:06	1.74640415e-08A
18:59:07	1.6931053e-08A
18:59:08	1.76353098e-08A
18:59:09	1.79993414e-08A
18:59:10	1.76542625e-08A
18:59:11	1.91166295e-08A
18:59:12	1.91873557e-08A
18:59:13	1.90329601e-08A
18:59:14	1.78779975e-08A
18:59:15	1.74441643e-08A
18:59:16	2.09166792e-08A
18:59:17	2.66660676e-08A
18:59:18	2.70372643e-08A
18:59:19	2.74812673e-08A
18:59:20	2.70520567e-08A
18:59:21	2.77604738e-08A
18:59:22	2.81381421e-08A
18:59:23	2.90164406e-08A
18:59:24	3.0507468e-08A
18:59:25	2.93991939e-08A
18:59:26	3.02707896e-08A
18:59:27	3.07251935e-08A
18:59:28	3.02610821e-08A
18:59:29	3.0909174e-08A
18:59:30	3.0896924e-08A
18:59:31	2.92089729e-08A
18:59:32	2.96155327e-08A
18:59:33	3.06526183e-08A
18:59:34	3.07848254e-08A
18:59:35	2.94678399e-08A
18:59:36	3.27894262e-08A
18:59:37	4.06159905e-08A
18:59:38	4.41375053e-08A
18:59:39	4.51121855e-08A
18:59:40	4.52658878e-08A
18:59:41	4.53708213e-08A
18:59:42	4.74641765e-08A
18:59:43	4.59673709e-08A
18:59:44	4.61825541e-08A
18:59:45	4.70379706e-08A
18:59:46	4.85514176e-08A
18:59:47	4.69351172e-08A
18:59:48	4.79525567e-08A
18:59:49	4.76488504e-08A
18:59:50	4.8705351e-08A
18:59:51	4.77445387e-08A
18:59:52	4.83004092e-08A
18:59:53	4.89903358e-08A
18:59:54	4.8955435e-08A
18:59:55	4.76518551e-08A
18:59:56	5.28902123e-08A
18:59:57	6.60348742e-08A
18:59:58	6.89316414e-08A
18:59:59	7.02932352e-08A
19:00:00	7.15663058e-08A
19:00:01	7.15642257e-08A
19:00:02	7.19217856e-08A
19:00:03	7.21298037e-08A
19:00:04	7.31738233e-08A
19:00:05	7.30048664e-08A
19:00:06	7.40112116e-08A
19:00:07	7.45037521e-08A
19:00:08	7.46005961e-08A
19:00:09	7.50776509e-08A
19:00:10	7.59131901e-08A
19:00:11	7.39966503e-08A
19:00:12	7.55022389e-08A
19:00:13	7.64575041e-08A
19:00:14	7.4938741e-08A
19:00:15	7.52119381e-08A
19:00:16	8.00368017e-08A
19:00:17	1.00845774e-07A
19:00:18	1.03089595e-07A
19:00:19	1.05106677e-07A
19:00:20	1.07019057e-07A
19:00:21	1.05665321e-07A
19:00:22	1.07356046e-07A
19:00:23	1.08919417e-07A
19:00:24	1.08765484e-07A
19:00:25	1.10271304e-07A
19:00:26	1.10939735e-07A
19:00:27	1.1143112e-07A
19:00:28	1.11812718e-07A
19:00:29	1.11058999e-07A
19:00:30	1.1114914e-07A
19:00:31	1.11436667e-07A
19:00:32	1.123219e-07A
19:00:33	1.12936015e-07A
19:00:34	1.12614512e-07A
19:00:35	1.13665927e-07A
19:00:36	1.21860453e-07A
19:00:37	1.48649944e-07A
19:00:38	1.5243518e-07A
19:00:39	1.55747059e-07A
19:00:40	1.57269751e-07A
19:00:41	1.57625231e-07A
19:00:42	1.59493926e-07A
19:00:43	1.59270654e-07A
19:00:44	1.61141198e-07A
19:00:45	1.61970497e-07A
19:00:46	1.62866824e-07A
19:00:47	1.64707321e-07A
19:00:48	1.63060281e-07A
19:00:49	1.64153069e-07A
19:00:50	1.64500228e-07A
19:00:51	1.64005607e-07A
19:00:52	1.66350895e-07A
19:00:53	1.65892331e-07A
19:00:54	1.67347764e-07A
19:00:55	1.6545896e-07A
19:00:56	1.67495688e-07A
19:00:57	1.68165737e-07A
19:00:58	1.66692969e-07A
19:00:59	1.66940049e-07A
19:01:00	1.67565259e-07A
19:01:01	1.69756151e-07A
19:01:02	1.67672041e-07A
19:01:03	1.6875882e-07A
19:01:04	1.69061371e-07A
19:01:05	1.68286157e-07A
19:01:06	1.68351798e-07A
19:01:07	1.68556811e-07A
19:01:08	1.69513463e-07A
19:01:09	1.68978395e-07A
19:01:10	1.70061244e-07A
19:01:11	1.6947186e-07A
19:01:12	1.6887115e-07A
19:01:13	1.7022373e-07A
19:01:14	1.68444944e-07A
19:01:15	1.68965451e-07A
19:01:16	1.68317591e-07A
19:01:17	1.6819486e-07A
19:01:18	1.69514388e-07A
19:01:19	1.68739636e-07A
19:01:20	1.68418826e-07A
19:01:21	1.69367157e-07A
19:01:22	1.69241884e-07A
19:01:23	1.68471755e-07A
19:01:24	1.68956899e-07A
19:01:25	1.67220411e-07A
19:01:26	1.68147478e-07A
19:01:27	1.67144138e-07A
19:01:28	1.66983501e-07A
19:01:29	1.67997012e-07A
19:01:30	1.67776744e-07A
19:01:31	1.67848625e-07A
19:01:32	1.68431307e-07A
19:01:33	1.67642225e-07A
19:01:34	1.66585031e-07A
19:01:35	1.67135355e-07A
19:01:36	1.65904581e-07A
19:01:37	1.66976336e-07A
19:01:38	1.66622474e-07A
19:01:39	1.66779413e-07A
19:01:40	1.65313579e-07A
19:01:41	1.65549563e-07A
19:01:42	1.66027774e-07A
